"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",27.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",27.16,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",27.88,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",28.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2016","2016",29.26,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2017","2017",30.18,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2000","2000",80.82,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2001","2001",80.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2002","2002",82.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2003","2003",81.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2004","2004",81.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2005","2005",81.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2006","2006",80.72,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2007","2007",81.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2008","2008",80.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2009","2009",79.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",78.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",79.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",79,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",79.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",80.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2015","2015",82.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2016","2016",85.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2017","2017",85.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2000","2000",58.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2001","2001",58.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2002","2002",59.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2003","2003",60.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2004","2004",61.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2005","2005",62.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2006","2006",63.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2007","2007",64.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2008","2008",65.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2009","2009",66.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2010","2010",67.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2011","2011",69.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2012","2012",72.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2013","2013",73.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2014","2014",74.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2015","2015",76.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2016","2016",79.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2017","2017",80.7,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2009","2009",8.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2010","2010",8.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2011","2011",9.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2012","2012",10.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2013","2013",11.27,"B","Break"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2014","2014",12.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2015","2015",13.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2016","2016",14.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2017","2017",14.77,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2000","2000",47.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2001","2001",48.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2002","2002",49.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2003","2003",50.38,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2004","2004",52.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2005","2005",53.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2006","2006",54.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2007","2007",53.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2008","2008",54.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2009","2009",55.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2010","2010",58.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2011","2011",58.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2012","2012",58.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2013","2013",59.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2014","2014",59.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2015","2015",59.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2016","2016",59.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2017","2017",59.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2018","2018",60.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2000","2000",52.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2001","2001",53.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2002","2002",55.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2003","2003",56.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2004","2004",56.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2005","2005",57.22,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2006","2006",58.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2007","2007",59.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2008","2008",59.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2009","2009",60.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2010","2010",61.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2011","2011",60.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2012","2012",61.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2013","2013",61.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2014","2014",61.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2015","2015",62.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2016","2016",63.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2010","2010",17.63,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2011","2011",18.68,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2012","2012",20.03,"B","Break"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2013","2013",19.77,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2014","2014",22.7,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2015","2015",23.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2016","2016",22.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2017","2017",24.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2000","2000",21.51,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2001","2001",22.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2002","2002",24.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2003","2003",26.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2004","2004",27.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2005","2005",27.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2006","2006",26.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2007","2007",25.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2008","2008",24.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2009","2009",24.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2010","2010",25.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2011","2011",25.7,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2012","2012",26.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2013","2013",27.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2014","2014",28.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2015","2015",29.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2016","2016",29.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2017","2017",28.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2000","2000",35.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2001","2001",36.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2002","2002",37.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2003","2003",39.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2004","2004",39.41,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2005","2005",40.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2006","2006",39.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2007","2007",39.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2008","2008",39.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2009","2009",40.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2010","2010",41.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2011","2011",41.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2012","2012",44.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2013","2013",45.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2014","2014",48.05,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2015","2015",48.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2016","2016",48.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2017","2017",49.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2000","2000",22.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2001","2001",22.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2002","2002",23.08,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2003","2003",23.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2004","2004",24.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2005","2005",24.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2006","2006",25.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2007","2007",25.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2008","2008",25.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2009","2009",26.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2010","2010",26.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2011","2011",27.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2012","2012",27.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2013","2013",28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2014","2014",28.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2015","2015",28.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2016","2016",29.88,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2017","2017",30.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2000","2000",13.99,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2001","2001",15.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2002","2002",13.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2003","2003",12.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2004","2004",12.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2005","2005",15.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2006","2006",14.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2007","2007",14.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2008","2008",14.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2009","2009",16.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2010","2010",15.24,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2011","2011",16.06,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2012","2012",16.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2013","2013",17.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2014","2014",17.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2015","2015",14.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2016","2016",14.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2017","2017",14.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2018","2018",15.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2000","2000",22.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2001","2001",21.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2002","2002",20.97,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2003","2003",21.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2004","2004",20.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2005","2005",21.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2006","2006",22.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2007","2007",22.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2008","2008",23.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2009","2009",22.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2010","2010",21.57,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2011","2011",22.7,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2012","2012",23.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2013","2013",23.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2014","2014",23.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2015","2015",23.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2016","2016",24.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2017","2017",25.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2000","2000",26.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2001","2001",28.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2002","2002",26.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2003","2003",28.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2004","2004",28.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2005","2005",28.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2006","2006",29.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2007","2007",29.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2008","2008",27.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2009","2009",27.55,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2010","2010",28.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2011","2011",28.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2012","2012",28.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2013","2013",28.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2014","2014",28.88,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2015","2015",30.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2016","2016",32.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2017","2017",32.73,,
